Zen2 measurement skipped.
   |-- Port01 FP (2 read op) --|--LATENCY--IIDOMAIN--FFDOMAIN--IFDOMAIN--FIDOMAIN-----GPR-------PORT0----PORT1-----PORT01----PORT03-----PORT2----PORT12----PORT23--PORT0123----PORT45------LDs-
 16|FXCH                       |   100159,  1001442,  1221074,   801605,   801494,   806045,   909016,   801494,   801494,  1001590,   801494,   807747,
 17|FABS                       |   100122,  1006067,  1238316,  1155473,  1200132,   800236,   900136,   800199,   800162,  1047729,   800088,   822547,
 18|FCHS                       |   100122,  1000110,  1238316,  1155547,  1200095,   800236,   900210,   800421,   800162,  1049357,   800125,   800162,
 19|FTST                       |   100122,  1000147,   800236,  1605837,  1200132,  1090501,   900210,  1204239,   800162,  1040144,   800125,   800162,
 20|FCOM                       |   100122,  1000332,   800273,  1600176,  1200243,   800310,   906352,  1200206,   800310,  1045139,   800310,   800273,
 21|FCOMI                      |   126355,  1106374,   702852,  1500239,  1150330,  1007399,  1000332,   989750,   800310,  1015095,  1119620,   900284,
 22|FLD + FSTP                 |   100159,  1000147,   750212,   800273,  1200132,   800125,   900099,   800162,   800088,  1037702,   800125,   800199,
 23|FLDZ + FSTP                |   100196,  1000221,   750323,  1282605,  1200058,   800236,   900136,   800125,   804824,  1095311,   800125,   800310,
 24|FLD1 + FSTP                |   100122,  1011136,   755318,  1282642,  1200095,   806489,   900210,   800125,   800199,  1094053,   800125,   800162,
 25|FLDPI + FSTP               |   100122,  1000184,   750249,  1282605,  1200132,   800125,   900210,   806933,   800162,  1095348,   800125,   800199,
 26|FST                        |   100159,  1000147,   951233,   800273,  1200095,   800125,   900136,   800162,   800162,  1016797,   800088,   806193,
 27|FFREE                      |   100122,  1000147,   700299,   800310,   800051,   800125,   900099,   804935,   800125,   800162,   800125,   800199,
 28|FXAM                       |   106930,  1000221,   750286,   800310,  1200095,   800125,   900099,   800125,   806415,  1016834,   800162,   800199,
 29|FDECSTP                    |   100122,  1006215,   700262,   800236,   800088,   800125,   900173,   800088,   800088,   806230,   800125,   800199,
 30|FINCSTP                    |   100122,  1000110,   700262,   800310,   800088,   800088,   900099,   800125,   800125,   800125,   804417,   805971,
 31|FNOP                       |   100122,  1005808,   700336,   800273,   800088,   800125,   900099,   800125,   800088,   800162,   800162,   806452,
 32|FLD [m32]                  |   100381,  1100491, 92230862,   800606,  1200428,  1129018,  1100491,  1067154,   800495,  1200502,   800421,  1200502,
 33|FLD [m64]                  |   100344,  1200465, 93953471,   800643,  1200502,  1128352,  1100528,  1067154,   800495,  1200465,   800495,  1200465,
 34|FLD [m80]                  |   400118,  3606168,  3206605,  3202054,  3205902,  3206457,  3506527,  3206235,  3200315,  3406960,  3200315,  3307171,
 35|FSTP [m32]                 |   200429,  1600213,  1600287,  2400227,  1617233,  1782919,  1607021,  1600250,  1600324,  1600435,  1600324,  2400264,
 36|FSTP [m64]                 |   200429,  1600213,  1600250,  2400190,  1610129,  1782919,  1600324,  1604912,  1600324,  1687755,  1600250,  2400227,
 37|FSTP [m80]                 |   500166,  4406367,  4006175,  4006508,  4006323,  4006360,  4406737,  4006323,  4006212,  4221700,  4006323,  5905385,
   |---------- uCode ----------|--LATENCY--IIDOMAIN--FFDOMAIN--IFDOMAIN--FIDOMAIN---P0_1_23----P01_23----P03_12-----PORT0-----PORT1----PORT01
  1|VPERMQ y<-y1 i             |   656158,   825211,   850260,  1025566,   837976,   620786,   600214,   600325,   100122,   100122,   100122,
  2|VPERMD y<-y1 y1            |   800421,  1075072,  1050060,  1215524,  1046841,   800273,   800236,   800162,   100159,   100159,   100196,
  3|VPMOVZXBQ y<-x             |   450031,   635438,   625929,   850112,   613497,   400118,   400155,   600251,   100196,   100122,   100122,
  4|VPCLMULQDQ y<-y1 y1 0      |   423909,   672956,   867354,   865097,   867428,   500055,   400118,   600214,   100196,   100159,   100159,
  5|VMPSADBW y<-y1 y1 0        |   458652,   672549,   868279,   870573,   867724,   500203,   500166,   606467,   100159,   100196,   100159,
  6|VDPPD x<-x1 x1 i           |   900025,  1304361,  1100084,  1300106,  1304472,   900136,   900210,   906426,   100122,   100159,   100159,
  7|VPHADDD y<-y1 y1           |   200133,   478965,   668405,   668886,   667332,   658267,   615347,   614459,   100159,   100122,   100122,
  8|VHADDPD y<-y1 y1           |   624042,   872867,   872460,   866799,  1065711,   700151,   700151,   700188,   100122,   100159,   100159,
  9|VCVTPS2PD y<-x             |   419025,   812557,   643837,   800088,   862396,   506493,   500166,   618159,   100159,   100122,   100159,
 10|VCVTPD2PS x<-y             |   643800,  1046249,   832241,  1037443,  1050060,   606837,   600177,   601102,   100159,   100196,   100122,
 11|VDIVPD y<-y1 y1            |  1300143,  1709215,  1514040,  1786397,  1786508,   100122,   100159,   100159,  1300106,  1300180,  1300106,
 12|VDIVPS y<-y1 y1            |  1100047,  1423982,  1218262,  1418321,  1418284,   100122,   100196,   100159,  1000221,  1100084,  1140673,
 13|VDIVSD x<-x1 x1            |  1304694,  1785879,  1518295,  1786027,  1787063,   100196,   106079,   100196,  1300143,  1300143,  1300180,
 14|VDIVSS x<-x1 x1            |  1100047,  1418321,  1218262,  1418284,  1418284,   100122,   100159,   100122,  1000184,  1100121,  1140710,
 15|VSQRTPD y<-y1              |  2104227,  2418357,  2218298,  2423056,  2418283,   100196,   100122,   100159,  2006584,  2104930,  2172418,
 16|VSQRTPS y<-y1              |  1499980,  1823212,  1618232,  1818254,  1824211,   100159,   100159,   100159,  1434046,  1504975,  1400117,
 17|VSQRTSD x<-x1 x1           |  2104227,  2418320,  2218298,  2418357,  2422871,   100159,   100122,   100159,  2104523,  2100046,  2000109,
 18|VSQRTSS x<-x1 x1           |  1504827,  1822731,  1618343,  1823027,  1822879,   100233,   100122,   100159,  1440484,  1500054,  1400117,
 19|FSQRT32                    |  1504420,  1505419,  1414473,  1500017,  1500054,   100159,   100196,   100159,  1426794,  1500054,  1409663,
 20|FSQRT64                    |  2108408,  2104227,  2050133,  2100046,  2100083,   100196,   106597,   100159,  2033113,  2043954,  2009026,
 21|FSQRT80                    |  2300105,  2303805,  2305026,  2219482,  2300105,   100159,   100122,   100159,  2364374,  2300105,  2313610,
 22|FDIV32                     |  1100084,  1100084,  1100010,  1103932,  1020164,   100159,   100159,   100159,  1133421,  1100047,  1212897,
 23|FDIV64                     |  1305027,  1300106,  1386723,  1300106,  1300143,   100122,   100159,   100122,  1300106,  1300180,  1300180,
 24|FDIV80                     |  1500091,  1500091,  1580048,  1500128,  1500128,   100233,   100159,   100196,  1500128,  1500128,  1500128,
===================================
